Login Date,IP Address,User Agent,Login Type
Tue Apr 05 09:19:40 UTC 2022,2401:4900:1c36:6b68:d8dc:2f14:1908:b4ad,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36",Login
Wed Apr 06 22:39:17 UTC 2022,2401:4900:1c36:6b68:d8dc:2f14:1908:b4ad,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36",Login
Thu Apr 07 15:12:13 UTC 2022,171.79.31.182,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36",Login
Sat Apr 09 05:19:16 UTC 2022,223.235.182.207,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.75 Safari/537.36",Login
Mon Apr 11 07:37:01 UTC 2022,2409:4064:e13:e1e4:2ca6:faf5:dc44:2ba9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.75 Safari/537.36",Login
Mon Apr 11 18:59:06 UTC 2022,8.42.98.9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.75 Safari/537.36 Edg/100.0.1185.36",Login
Tue Apr 19 14:06:35 UTC 2022,2405:201:d021:4005:1f:5552:490e:c3c6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.75 Safari/537.36",Login
Fri Apr 22 14:19:35 UTC 2022,2405:201:d021:4005:f0c0:41f0:d263:20cb,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36",Login
Tue Apr 26 14:48:05 UTC 2022,2405:201:d021:4005:d946:2b2f:e783:2c7d,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36",Login
Mon May 02 10:02:00 UTC 2022,2405:201:d021:4005:7de4:7ec7:cdb4:b4e3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36",Login
Tue May 03 08:59:14 UTC 2022,2405:201:d021:4005:7de4:7ec7:cdb4:b4e3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36",Login
Sat May 07 08:04:36 UTC 2022,2405:201:d021:4005:e540:3009:670:92dc,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.22.7115",Login
Sat May 07 08:05:16 UTC 2022,2405:201:d021:4005:e540:3009:670:92dc,LIAuthLibrary:44.0.* com.linkedin.LinkedIn:9.22.7115 iPhone:15.4.1,Login
Wed May 18 09:04:16 UTC 2022,103.5.134.34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36",Login
Tue May 31 17:31:02 UTC 2022,103.5.134.34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36",Login
Sat Jun 04 20:35:35 UTC 2022,2405:201:d021:48ba:e549:5a4e:a69:608,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",Login
Fri Jun 10 09:59:10 UTC 2022,182.73.121.98,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",Login
Fri Jun 17 20:51:58 UTC 2022,103.5.134.34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36",Login
Mon Jun 20 04:46:43 UTC 2022,2405:201:d021:4005:7051:4f0f:de99:8a2e,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/216.0.453113025 Mobile/15E148 Safari/604.1",Login
Mon Jun 20 23:00:48 UTC 2022,2405:201:d021:4005:55f0:c1ef:f6a3:8056,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",Login
Thu Jun 23 09:38:41 UTC 2022,2405:201:d021:4005:3c4a:21f6:293:3ab0,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.22.8893.2",Login
Thu Jun 23 09:40:06 UTC 2022,2405:201:d021:4005:3c4a:21f6:293:3ab0,LIAuthLibrary:44.0.* com.linkedin.LinkedIn:9.22.8893.2 iPhone:15.5,Login
Thu Jun 23 09:41:32 UTC 2022,2405:201:d021:4005:3c4a:21f6:293:3ab0,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",Login
Fri Jun 24 17:16:51 UTC 2022,2405:201:d021:4005:519e:d76d:b715:fee1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",Login
Mon Jul 04 18:34:36 UTC 2022,2405:201:d021:419e:9c07:760e:5522:da22,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",Login
Mon Jul 04 18:34:37 UTC 2022,2405:201:d021:419e:9c07:760e:5522:da22,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",Login
Wed Jul 06 09:56:48 UTC 2022,2405:201:d021:4005:d54:e97:b5bd:8917,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Login
Thu Jul 07 10:35:24 UTC 2022,2405:201:d021:4005:d54:e97:b5bd:8917,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Login
Fri Jul 08 23:01:56 UTC 2022,2405:201:d021:4005:1c2f:c43a:f7d5:2b25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Login
Mon Jul 11 10:09:07 UTC 2022,2405:201:d021:4005:3419:f4e5:ea0a:776f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Login
Mon Jul 11 20:14:18 UTC 2022,2405:201:d021:4005:4dc1:b567:3635:dd88,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.22.9151.2",Login
Mon Jul 11 20:15:36 UTC 2022,2405:201:d021:4005:4dc1:b567:3635:dd88,LIAuthLibrary:44.0.* com.linkedin.LinkedIn:9.22.9151.2 iPhone:15.5,Login
Sun Jul 17 20:28:49 UTC 2022,2405:201:d021:4005:4198:44dc:4279:47d1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Login
Wed Jul 20 14:44:41 UTC 2022,8.43.80.9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62",Login
Wed Jul 27 06:24:00 UTC 2022,121.241.119.244,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71",Login
Wed Jul 27 06:56:00 UTC 2022,121.241.119.244,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71",Login
Mon Aug 01 08:12:54 UTC 2022,2405:201:d021:4005:20f3:10b0:b63f:42bc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Login
Tue Aug 02 18:54:02 UTC 2022,2405:201:d021:4b60:1ca7:e779:e934:3601,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.24.360",Login
Tue Aug 02 18:54:54 UTC 2022,2405:201:d021:4b60:1ca7:e779:e934:3601,LIAuthLibrary:44.0.* com.linkedin.LinkedIn:9.24.360 iPhone:15.5,Login
Tue Aug 02 19:20:29 UTC 2022,2405:201:d021:4b60:1ca7:e779:e934:3601,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/103.0.5060.63 Mobile/15E148 Safari/604.1",Login
Sun Aug 07 13:50:29 UTC 2022,2401:4900:275b:30c:55f1:ef0:bb47:18c3,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.24.616",Login
Sun Aug 07 13:50:30 UTC 2022,2401:4900:275b:30c:55f1:ef0:bb47:18c3,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.24.616",Login
Sun Aug 07 13:50:32 UTC 2022,2401:4900:275b:30c:55f1:ef0:bb47:18c3,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.24.616",Login
Sun Aug 07 13:50:34 UTC 2022,2401:4900:275b:30c:55f1:ef0:bb47:18c3,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.24.616",Login
Sun Aug 07 13:50:34 UTC 2022,2401:4900:275b:30c:55f1:ef0:bb47:18c3,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.24.616",Login
Sun Aug 07 13:51:19 UTC 2022,2401:4900:275b:30c:55f1:ef0:bb47:18c3,LIAuthLibrary:44.0.* com.linkedin.LinkedIn:9.24.616 iPhone:15.6,Login
Sun Aug 07 13:51:20 UTC 2022,2401:4900:275b:30c:55f1:ef0:bb47:18c3,LIAuthLibrary:44.0.* com.linkedin.LinkedIn:9.24.616 iPhone:15.6,Login
Sun Aug 07 14:01:18 UTC 2022,2401:4900:275b:30c:55f1:ef0:bb47:18c3,LIAuthLibrary:44.0.* com.linkedin.LinkedIn:9.24.616 iPhone:15.6,Login
Sun Aug 07 14:01:19 UTC 2022,2401:4900:275b:30c:55f1:ef0:bb47:18c3,LIAuthLibrary:44.0.* com.linkedin.LinkedIn:9.24.616 iPhone:15.6,Login
Sun Aug 07 17:49:48 UTC 2022,2405:201:d021:4005:48a2:908d:c8f:4359,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Login
Sun Aug 07 21:19:38 UTC 2022,2405:201:d021:4005:7d45:c8ba:590b:f4a1,LIAuthLibrary:44.0.* com.linkedin.LinkedIn:9.24.616 iPhone:15.6,Login
Fri Aug 12 09:29:36 UTC 2022,2405:201:d021:4005:2c15:aa51:ce78:4615,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Login
Mon Aug 15 13:19:54 UTC 2022,12.42.50.52,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36 Edg/104.0.1293.47",Login
Wed Aug 17 10:25:44 UTC 2022,2405:201:d021:4005:53e:6bec:b79b:980c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Login
Thu Aug 18 13:49:38 UTC 2022,2405:201:d021:4005:806f:767d:ad07:2d09,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Login
Mon Aug 22 08:26:24 UTC 2022,115.111.186.29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.63",Login
Wed Aug 24 11:44:45 UTC 2022,2405:201:d021:4005:2959:6d5a:a12b:4980,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Login
Fri Aug 26 11:01:34 UTC 2022,2405:201:d021:4005:5cb8:fc2f:76be:c331,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Login
Fri Sep 02 17:45:16 UTC 2022,2405:201:d021:4005:2830:65eb:abf3:aeb6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Login
Fri Sep 02 17:50:12 UTC 2022,2405:201:d021:4005:2830:65eb:abf3:aeb6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Login
Sat Sep 03 14:41:50 UTC 2022,2405:201:d021:4005:a007:3e60:a9e6:2f5d,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Login
Sun Sep 04 14:39:42 UTC 2022,2405:201:d021:4005:29ae:140c:caae:7fa7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Login
Mon Sep 05 16:38:16 UTC 2022,2405:201:d021:4005:f5f2:8e91:5357:59f1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Login
Tue Sep 06 09:40:23 UTC 2022,2405:201:d021:4005:cddb:d5af:9622:456c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Login
Fri Sep 09 12:20:16 UTC 2022,2405:201:d021:4005:859a:7487:f346:85d2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Login
Sun Sep 11 14:40:14 UTC 2022,2405:201:d021:4005:e9a9:e879:5a2a:e7cb,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Login
Mon Sep 12 19:27:36 UTC 2022,2405:201:d021:4005:85b1:da6a:e119:24f5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Login
Thu Sep 15 08:53:29 UTC 2022,2405:201:d021:4005:2de1:18be:a915:98e5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Login
Thu Sep 15 18:30:39 UTC 2022,2405:201:d021:4005:94ce:1a85:a886:4be5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Login
Fri Sep 16 11:15:54 UTC 2022,2405:201:d021:4005:4d96:afa6:77d2:a4a3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Login
Fri Sep 16 16:54:59 UTC 2022,2405:201:d021:4005:940d:e093:115c:1abf,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",Login
Fri Sep 16 23:27:33 UTC 2022,2405:201:d021:4005:940d:e093:115c:1abf,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.24.2093",Login
Fri Sep 16 23:28:15 UTC 2022,2405:201:d021:4005:940d:e093:115c:1abf,LIAuthLibrary:44.0.* com.linkedin.LinkedIn:9.24.2093 iPhone:15.6.1,Login
Sat Sep 17 14:47:40 UTC 2022,2405:201:d021:4005:34a7:bfda:6df8:45db,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Login
Mon Sep 19 07:18:30 UTC 2022,163.116.199.116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.42",Login
Mon Sep 19 07:18:33 UTC 2022,163.116.199.116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.42",Login
Tue Sep 20 14:44:27 UTC 2022,122.171.19.213,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Login
Sat Oct 01 21:06:30 UTC 2022,2405:201:d021:4005:9a9:6fc8:2825:8ba2,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.24.2655",Login
Sat Oct 01 21:07:37 UTC 2022,2405:201:d021:4005:9a9:6fc8:2825:8ba2,LIAuthLibrary:44.0.* com.linkedin.LinkedIn:9.24.2655 iPhone:15.6.1,Login
Thu Oct 06 11:50:05 UTC 2022,171.76.85.69,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Login
Fri Oct 07 22:27:31 UTC 2022,2405:201:d021:4005:1999:d5b9:3cc6:bf32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Login
Mon Oct 10 14:53:31 UTC 2022,2405:201:d021:4005:2581:b0f1:222:3af2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.37",Login
Mon Oct 10 16:14:13 UTC 2022,2405:201:d021:4005:5575:ec77:2590:32f4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.37",Login
Tue Oct 11 15:05:30 UTC 2022,122.171.20.160,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.37",Login
Wed Oct 12 16:02:55 UTC 2022,2405:201:d021:4005:58e7:2177:774c:9904,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",Login
Fri Oct 14 00:42:47 UTC 2022,2405:201:d021:4005:2926:d773:77f3:defe,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/233.0.478398274 Mobile/15E148 Safari/604.1",Login
Mon Oct 17 16:30:35 UTC 2022,2405:201:d021:4005:f564:19cc:d937:aebc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",Login
Mon Oct 17 18:31:55 UTC 2022,2405:201:d021:4005:54cc:5aaa:2e39:3596,LIAuthLibrary:0.0.3 com.linkedin.android:4.1.742 realme_RMX3581:android_11,Login
Mon Oct 17 19:14:33 UTC 2022,2405:201:d021:4005:7dae:83a8:2dfc:8a8e,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1",Login
Mon Oct 17 19:14:34 UTC 2022,2405:201:d021:4005:7dae:83a8:2dfc:8a8e,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1",Login
Fri Oct 21 21:25:56 UTC 2022,2405:201:d021:4005:dc10:3343:d928:5406,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.47",Login
Tue Oct 25 12:12:30 UTC 2022,2405:201:d021:4005:2de3:1d61:399d:9a25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",Login
Mon Oct 31 15:36:04 UTC 2022,2405:201:d021:4005:d00c:c363:11a0:7995,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",Login
Tue Nov 01 16:27:56 UTC 2022,2405:201:d021:4005:91a9:61a1:1875:12bd,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",Login
Sun Nov 06 06:14:23 UTC 2022,171.76.81.142,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",Login
Wed Nov 09 05:44:14 UTC 2022,2405:201:d021:4005:9c37:d1e2:10b9:4058,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.35",Login
Tue Nov 22 06:31:24 UTC 2022,2405:201:d021:4005:8dcf:4f17:dc13:d71f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",Login
Mon Nov 28 17:05:27 UTC 2022,2405:201:d021:4005:cc1b:46b3:99fa:cc00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.56",Login
Wed Jan 04 14:32:11 UTC 2023,2405:201:d021:4005:d4b5:18ef:6326:e73e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",Login
Sat Jan 21 17:15:49 UTC 2023,2405:201:d021:4005:30ce:dca8:26e7:e8f1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Login
Sun Jan 22 13:49:07 UTC 2023,2405:201:d021:4005:c86a:9669:15a8:a9b7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 Edg/109.0.1518.61",Login
Tue Jan 24 13:32:59 UTC 2023,121.242.140.70,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Login
Fri Jan 27 09:10:11 UTC 2023,2401:4900:6193:8cd7:1962:e5f8:c3f9:3f83,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",Login
Fri Feb 03 08:48:46 UTC 2023,2405:201:d021:4005:e8fd:2bd5:c57d:374b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Login
Wed Feb 15 05:22:15 UTC 2023,2405:201:d021:4005:19c4:79ff:6fd3:1d3f,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.25.4182",Login
Wed Feb 15 05:22:59 UTC 2023,2405:201:d021:4005:19c4:79ff:6fd3:1d3f,LIAuthLibrary:44.0.* com.linkedin.LinkedIn:9.25.4182 iPhone:16.1,Login
Mon Feb 20 05:41:14 UTC 2023,2405:201:d021:4005:1190:bbad:e097:4c59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Login
Fri Mar 10 15:16:22 UTC 2023,2405:201:d021:4005:b5ed:2e76:809:9318,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/254.0.513445336 Mobile/15E148 Safari/604.1",Login
Wed Mar 22 09:03:25 UTC 2023,2405:201:d021:4005:9c65:5aa0:c6a2:9fe,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Login
Wed Mar 29 14:45:07 UTC 2023,2405:201:d021:4005:9d84:cf2d:5093:2404,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Login
