Date,ShareLink,ShareCommentary,SharedURL,MediaURL,Visibility
2022-02-26 18:51:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6903411310097256448,"Shout 🚀to all the aspiring 👩‍💻🧑‍💻BITS Pilani Work Integrated Learning Programmes for M.Tech in Data Science 📊& Engineering for the upcoming batch of APRIL 2022🗓""
""""
""Let’s CONNECT🤘 …LEARN👩‍💻🧑‍💻 & GROW 📈 together…🚀🚀🚀""
""""
""https://lnkd.in/gJuf_kF2""
""""
""#letsconnect #growtogether #mtech #masters #bitspilani  #datascience  #workintegratedlearning  #keeplearningkeepgrowing",https://chat.whatsapp.com/EMSsYv1cUD4KVIvcPwjndS,,MEMBER_NETWORK
2022-02-17 08:57:17,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6900000173871779841,"....Lifelong 🚀learning 👨‍💻is an ever ongoing process 👐 and there is no end ❌to it.....The more you learn📚...the more productive 💻you become day-by-day🕺...""
""""
""I'm 🕺feeling delighted 🥳to share with all my LINKED FOLKS 🧍‍♂️🧍that I would be beginning a new 🎉chapter in pursuit to learn and growing my research interest in the field of DATA 💽SCIENCE 📊after completing my Post Graduate Course in Data Science from Purdue University in partnership with Simplilearn,  I am now about to start my MASTER'S 🏃‍♂️at Birla Institute of Technology and Science, Pilani.""
""""
""I will be pursuing the Master of Technology in Data Science and Engineering under BITS Pilani Work Integrated Learning Programmes.""
""""
""I would like to thank 🙏 Arkadeep Sarkar who has accepted my request to be my MENTOR  for the entire COURSE DURATION and 🙏 Lalit Dubey , 🙏 Ravi Nagpal for considering me for the same and their constant support and motivation.""
""""
""Also I would like to thanks 🙏 Mahak Ganotra , 🙏 Nitin Bahri  and the entire 🙏EXL for providing such wonderful ☺️opportunity to learn and work 👨‍💻simultaneously  .""
""""
""This course would help me to enhance and reskill my knowledge in the field of machine learning, deep learning and also help me build a strong 💪 foundation to pursue a Ph.D. 💪in the future 🔮further down the line 🚀""
""""
""Looking forward to this challenging and exciting journey ahead…✌️🥳📚📖🏃‍♂️""
""""
""#datascience #learning #masters #mtech #machinelearning #bitspilani #work #opportunity #technology #engineering #research #motivation #university  #workintegratedlearning #learningeveryday #learningjourney #keeplearningkeepgrowing",,,MEMBER_NETWORK
2022-01-31 21:49:34,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6894033931491008512,"Haha 😂 Can’t get over it ….🤣😁""
""""
""Often I believe RESUME 📜is a perception of Who You 👩‍💻👨‍💻are ….""
""""
""What do you think of 🤔🧐🙇‍♂️🙇‍♀️?""
""""
""Do Comment below 👇 ""
""""
""Does RESUME really shows the TRUE ✅ picture 📸 ????""
""""
""#pushpatrending #pushparaj #pushpamovie #funnymemes #funnypost",,,MEMBER_NETWORK
2022-01-19 20:21:09,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6889663026052657152,"You just hav summed it up nicely👍 ..Almost every day , I use to do all the steps which you have mentioned Alex Wang …It’s a gr8 guide📜 I must say and it’s the foremost thing for any DATA ANALYST role ….✌️",,,MEMBER_NETWORK
2022-01-17 16:41:49,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6888883053012353025,"Thanks Simplilearn  for showcasing me on the COVER PIC📔of your FACEBOOK🥳LINKED IN 💻INSTAGRAM🕺AND YOUTUBE PAGE👨‍🏫🥳✌️💪…""
""""
""I hope this will help all the JOB 💼ASPIRANTS👨‍💼👩‍💼to look towards in revamping their CAREER👨‍💻👩‍💻….""
""""
""#simplilearn #coverpage #careerchange #careerbuilding #careertransition #jobchange #job #career #help",,,MEMBER_NETWORK
2022-01-13 16:44:18,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6887434129059778560,"SELECT job_hunters,exp FROM WORLD🌎 ""
""WHERE (job_type = ‘’ANALYST’’ 💻""
""OR job_type =  ‘’CONSULTING’’ 🤷‍♂️""
""OR job_type = ‘’MANAGER’’🕺)""
""AND skills IN (‘Python🆘’, ’SQL🔐’ , ‘ POWER BI 📊‘ , ‘ML🤖’ , ‘NLP😬’)""
""GROUP BY exp""
""HAVING SUM(exp) >=1 🤷‍♂️""
""ORDER BY exp DESC""
""LIMIT 10;""
""""
""If you can understand above 👆 , COME FALL IN LOVE 😻 WITH WORK🗂at EXL 🏣""
""""
""…………….HIRING 💻💼ALERT🚨……………..""
""""
""NOTE📝 : HARD 😓 TRUTH🕺""
""""
""….SORRY😢❌ NOT MEANT FOR FRESHERS👶👧…..""
""""
""Interested 🧐one can send🚀 their RESUME📜to me🕺""
""""
""#hiringpost #hiringalerts #hiringnow  #jobhelp  #jobhunting #jobhunters #exl #experiencedjobs #analyticsjobs #analytics #jobhiring #jobfinder #jobchange #jobalert #jobdescription ""
""""
""Anurag Mukherjee is #hiring. Know anyone who might be interested?",,,MEMBER_NETWORK
2022-01-12 06:46:45,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6886921362137587712,"Starting Wednesday☺️morning 🌅with TIMES OF INDIA 📰 ☕️…""
"".""
"".""
"".""
""Thanks  again Simplilearn  for provinding me such an opportunity✌️ to have a wonderful 🥳career in ANALYTICS 👨‍💻🥳🏃‍♂️✌️💪🏋️‍♂️""
""""
""To get an in-depth understanding of course , do check out my comments 📜 👇""
""""
""#simplilearn #timesofindia #learningandgrowing #learningforlife #learning  #learningeveryday  #learningpath #datascience #datasciencetraining #datascienceeducation #growth #growthcannothappenwithoutchange #learningeveryday #learnandshine #analytics #opportunity #career #elearning #datasciencecareers",,,MEMBER_NETWORK
2022-01-04 08:27:17,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6884047557979463680,"Thanks EXL 🏤for sending such a lovely goodies 🎁💐🤗""
""""
""It’s been such a wonderful🥳 journey🚀so far with EXL 🏤…""
""""
""Learning👨‍💻& Progressing🚀every single day…🎉🤗🥳""
""""
""#corporategifts #newyeargift #newyearnewbeginnings #newyear2022gift  #corporateculture #corporatelife #learningandgrowing #workculture #workfromhome",,,MEMBER_NETWORK
2022-01-04 08:27:17,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6884047557979463680,"Thanks EXL 🏤for sending such a lovely goodies 🎁💐🤗""
""""
""It’s been such a wonderful🥳 journey🚀so far with EXL 🏤…""
""""
""Learning👨‍💻& Progressing🚀every single day…🎉🤗🥳""
""""
""#corporategifts #newyeargift #newyearnewbeginnings #newyear2022gift  #corporateculture #corporatelife #learningandgrowing #workculture #workfromhome",,,MEMBER_NETWORK
2022-01-04 08:27:17,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6884047557979463680,"Thanks EXL 🏤for sending such a lovely goodies 🎁💐🤗""
""""
""It’s been such a wonderful🥳 journey🚀so far with EXL 🏤…""
""""
""Learning👨‍💻& Progressing🚀every single day…🎉🤗🥳""
""""
""#corporategifts #newyeargift #newyearnewbeginnings #newyear2022gift  #corporateculture #corporatelife #learningandgrowing #workculture #workfromhome",,,MEMBER_NETWORK
2022-01-04 08:27:17,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6884047557979463680,"Thanks EXL 🏤for sending such a lovely goodies 🎁💐🤗""
""""
""It’s been such a wonderful🥳 journey🚀so far with EXL 🏤…""
""""
""Learning👨‍💻& Progressing🚀every single day…🎉🤗🥳""
""""
""#corporategifts #newyeargift #newyearnewbeginnings #newyear2022gift  #corporateculture #corporatelife #learningandgrowing #workculture #workfromhome",,,MEMBER_NETWORK
2021-11-25 17:16:05,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6869685122342490112,"ABHI NHI TO KABHI NHI....""
""""
""ONE OF THE BEST COURSE WHICH I HAVE BEEN RECOMMENDING TO ALL THE FELLOW DS ASPIRANTS : ""
""""
""AANKH BAND KRKE BHAROSA KRKSTE HO THAT TOO AT A VERY AFFORDABLE COST :""
""""
""Full Stack Data Science With 1 Year Remote Internship Job guarantee program""
""""
""Start Date: 27th November 2021""
""Class Timings:10AM to 1 PM IST Saturday and Sunday""
""Doubt Clearing Session: 01:00 PM to 03:00 PM (IST) Saturday and Sunday and live skype support all days, email support all days. ""
""""
""Course Fee - 15000 + 18% GST = 17700 INR""
""Discount applicable for our existing Members The facility given by us :""
"" ""
""Full-stack Data Science master’s certification.""
""Live Skype support.""
""Mail support.""
""Job guarantee otherwise refund.""
""Opportunity to work with our development team. ""
""One year of parallel internship with the course. ""
""Online Instructor-led learning: Live teaching by instructors.""
""56 + hands-on industry real-time projects.""
""400 hours of live interactive classes.""
""Every week doubt clearing session after the live classes.""
""Lifetime Dashboard access.""
""Doubt clearing one to one.""
""Doubt clearing through the mail and skype support team.""
""Assignment in all the modules.""
""Quiz in every module.""
""live project with real-time implementation.""
""Interview Preparation Anytime""
""Regular assessment""
""Job Fair and Internal Hiring""
""Mock Interview Anytime""
""""
""""
""BOOK YOUR SEAT NOW : https://lnkd.in/g7wZwKyC""
""""
""#datascience #project #hiring #opportunity #teaching #dataanalytics #dataculture #datasciencecourse #learningeveryday #learningforlife #learningcontinues #learningneverstops #growthanddevelopment #pythonfordatascience #bestcourses #ineuron",,,MEMBER_NETWORK
2021-11-02 20:09:07,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6861393745837867008,"To all those who sees no RAY OF LIGHT🌄....This will really help you to build your DATA SCIENCE career🛫 and it will really help you in landing a great Job🛬...""
""""
""Trust the process and keep working hard💪...!!""
""""
""Sun🌞 will shine🌄 too by your side👨‍💻 Soooonnn....✌""
""""
""#datascience #learningeveryday #machinelearning #python #nlp #tableau #datasciencetraining #datasciencecourse #datasciencecareers #careertransitioning #careergrowthgoals ",,,MEMBER_NETWORK
2021-10-04 13:10:15,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6850779085363380224,"Thanks Simplilearn for showcasing my journey on your platform and inspiring many to switch their career even after a gap...""
""""
""Transitioning into Data Science field was such an amazing journey...""
""""
""https://lnkd.in/gKtJeezz""
""""
""#datasciencetraining #purduealumni #simplilearn #growthcannotbelockeddown #datascience #datasciencecourse #machinelearning #tableautraining #pythonfordatascience #nlptraining #statisticaldataanalysis #learningforlife #learningeveryday #learningneverstops ""
""""
""Keep Learning....Keep Shining..",https://www.youtube.com/watch?v=2DlCJ1dfPEQ&feature=youtu.be,,MEMBER_NETWORK
2021-09-23 08:18:30,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6846719395960631296,"Last Year 🗓 was such a ROLLER COSTER🎢 ride with  Postgraduate Course in Data Science👨‍💻 from Simplilearn in partnership with Purdue University  powered by IBM....🙋‍♂️This is where I started my MOVE🏃‍♂️ to enter back into the IT👨‍💻 industry again after a gap of 2 YEARS🕑 and the Journey✈ has been so amazing so far🥳....""
""""
""Once Again thanks to EXL ✌🤗for seeing my potential and giving me an opportunity  to be a part of EXL family...🤗""
""""
""Thanks to Simplilearn for such an incredible Journey so far...✈🏃‍♂️👨‍💻""
""""
"".............To all the fellow ASPIRANTS...................""
""...Just have faith on yourself and keep learning...""
"".........................DONT STOPPPPPP.......""
"".......NEVER GIVE UP..........""
""...............YOU WILL FACE 100s OF REJECTIONS.....""
""......................JUST KEEP YPUR SPIRIT HIGH......""
""""
""Feel free to reach out to me if you are feeling DE-MOTIVATED and seeing NO LIGHT further to move ahead...Am always available for you All...🥳🙋‍♂️🎢👨‍💻🏃‍♂️✈🤗""
""""
""Check Out❔ the COMMENT SECTION below 👇 for more DETAILS about the Course...""
""""
""                                     ""GROWTH""""
""------------#CannotBeLockedDown-----------""
""""
""#ambitionunlocked #cannotbelockeddown ""
"" #datascience #machinelearning #opportunity ""
""#simplilearn #learningcontinues #learningforlife #learningpath #ibm #purdueuniversity #purduealumni",,,MEMBER_NETWORK
2021-08-29 13:29:05,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6837737861098434560,"Making my SUNDAY evening  useful :)""
""Just finished the Course ""Foundations: Data, Data, Everywhere"" by Google""
""""
""- Playing with Data is an ART & am enjoying this journey every single day...""
""""
""#datascience #data #google #python #art #spreadsheets ""
""#datacleansing #dataanalysis #datavisualization #sql #googlecertification ""
""#googleanalytics #googledataanalytics #upgradeyourself #upgradeyourskills ""
""#learningcontinues #learningeveryday #learningjourney",https://coursera.org/share/6aa1c109e1436fcbcd7aeb7645efc125,,MEMBER_NETWORK
2021-07-19 12:40:10,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6822867650956410880,"It gives me immense pleasure that I have bagged MULTIPLE OFFERS from Top ANALYTICS FIRM after going through a rigorous round of TECHNICAL interviews and facing 100s of rejections in the last 2 Years...!!""
""""
""Those sleepless nights ... that Endless Coding practice and those REJECTIONS from 100s of COMPANIES  somehow made me STRONGER and having BELIEF and FAITH in yourself have ultimately landed me a BUSINESS ANALYSIS CONSULTANT role and here I have decided to go ahead with EXL""
""""
""Special Thanks to Gaurav Vatsa for referring me and having faith in me that I can be a part of EXL !!""
""""
""Thanks to Debjit Nag , Lalit Dubey for believing in me and giving me a chance to be a part of EXL Family...!!""
""""
""Just want to thanks all my friends especially Nitish Kamal , Dr.Subhasree Ghosh who always believed in me and kept me saying that DONT LOSE HOPE - ONE DAY THINGS WILL DEFINITELY FALL IN PACE and eventually it happened...!!""
""""
""Special Thanks to Krish Naik AND sudhanshu kumar along with the whole iNeuron.ai team who is transforming millions of LIFE and help students bagged multiple offers from TOP IT FIRMS by creating such IN-DEPTH Courses on MULTIPLE TECHNOLOGIES which is a BOON for every fellow student who wants to start their journey in Data Science Field. Just advice to everyone - FOLLOW Krish Naik  CHANNEL & iNeuron.ai -  YOU WILL ACE ANY DATA SCIENCE INTERVIEW...!!""
""""
""Also I am thankful to Simplilearn for their POST GRADUATE COURSE IN DATA SCIENCE in collaboration with Purdue University which was a rigorous course which helped me in learning all the skiils need to switch my career to DATA SCIENCE field...!!""
""""
""So to all my connections - REJECTIONS HAPPEN FOR A REASON - ACCEPT IT - AND NEVER QUIT...JUST KEEP GOING ALONG...""
""""
""A DAY WILL COME WHEN YOU WILL SHINE AND THE WORLD WILL EMBRACE YOUR SUCCESS JOURNEY...""
""""
""Best Wishes to ALL...KEEP WORKING HARD & KEEP LEARNING...""
""""
"" T I'm excited to start my new job! #newjobnewlife #job #dataanalytics #newbeginnings2021 @ EXL",,,MEMBER_NETWORK
2021-07-02 12:18:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6816701477260787712,"It was a wonderful session and got good insights into TESLA AUTOPILOT FEATURE ....""
""""
""Thanks to TechLearn.live for organizing such a session...""
""Looking forward to learn and grow...""
""""
""#innovation #ai #deeplearning #neuralnetworks #opencv #artificialintelligence #tesla #autopilot #selfdrivingcars #learningneverstops #virtuallearning",,,MEMBER_NETWORK
2021-06-08 13:55:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6808028577666334720,"MUCH AWAITED VIDEO ....""
""""
""https://lnkd.in/gf2HYk6",,,MEMBER_NETWORK
2021-06-08 07:10:21,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6807926745560440832,"GRAB THIS OPPORTUNITY....!!!!""
""""
""https://lnkd.in/gfQKi4G",,,MEMBER_NETWORK
2021-06-05 11:46:19,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6806909033228972032,"Make Yourself Useful...""
""""
""https://lnkd.in/gZuVc2E",,,MEMBER_NETWORK
2021-06-03 16:14:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6806251750123806720,"WATCH OUT iNeuron.ai CEO sudhanshu kumar mistyfying COMMON MISTAKE while applying for Jobs ...""
""""
""https://lnkd.in/gaEVa9A",,,MEMBER_NETWORK
2021-06-03 14:17:30,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6806222301382680576,https://lnkd.in/e8XPnZ6,,,MEMBER_NETWORK
2021-06-02 13:31:18,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6805848288798097409,"iNeuron is completely revolutionizing the Data Science Field and helping numerous candidates in landing a dream job in Data Science.Join the Mock Interview Session and gain meaningful insights on your Data Science Journey.....""
""""
""https://lnkd.in/gbaByZU",,,MEMBER_NETWORK
2021-05-29 09:44:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6804341535631642624,"Grab this offer and start your journey into Data Science...""
""""
""https://lnkd.in/grMgbYn",,,MEMBER_NETWORK
2021-05-04 07:27:59,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6795247606516862976,"I am trying my best...Letting others try their best part too...""
""""
""Thanks to  CRED for creating such initiative  with Milaap ....""
""""
""DONATE YPUR CRED COINS AND SAVE LIFE...""
""""
""JAAN HAI TO JAHAAN HAI...""
""""
""INDIA STAY UNITED....""
""STAY SAFE STAY HEALTHY...!!""
""""
""#covid19india #covid19help #covid19crisis #credcoins #milaap #giveindia #stayunited ",,,MEMBER_NETWORK
2021-05-02 16:53:13,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6794665076818345984,"It's a HIGH Time we stand for each other and help in whatever best possible way to all those suffering from COVID-19 DEADLY VIRUS.""
""""
""A big thanks to all COUNTRIES who are standing with INDIA and trying to SAVE humanity... ""
""""
""STAY SAFE... STAY HEALTHY...""
""""
""#india #staysafe #peace #peace #covid #covid #awareness #wellness ""
""""
""https://lnkd.in/gdJbi_a",,,MEMBER_NETWORK
2021-04-05 14:36:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6784846230498496512,"Grab this opportunity to showcase your child's talent and gear him/her up for the upcoming Exam...""
""""
""A very nice initiative from iNeuron.ai to reform the education industry...""
""PARTICIPATE KAREGA TBHI TO BADHEGA... ""
""#education #students #edtech #learning #opportunity #talent #cbse2021 #participatenow ""
""""
""Affordable Education For All...""
""Brought You By iNeuron.ai""
""""
""For more info subscribe to iNeuron Channel for more ""
""LIVE Updates: https://lnkd.in/gFzMytj""
""""
""if you want to know more about iNeuron and how it is reforming the education sector read my answer: ""
""https://lnkd.in/gxhyJUT""
""""
""https://lnkd.in/g7c9hZf",,,MEMBER_NETWORK
2021-03-07 21:27:57,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6774440498733162496,"Hi,""
""I’ve pledged my support for global gender-equality today. Would love for you to join me to help spread the word and together, we can stand to win some cool Amazon vouchers too. Sounds amazing right? Click here to pledge now, understand the challenge details and join me in this challenge now.""
""""
""https://lnkd.in/gutsaSK""
""""
""Hope to see you there! #IStandForGenderEquality #internationalwomensday2021 #JoinTheMovement""
""#iwd2021 #genderequality #tsf""
""""
""Cheers!""
""Anand Jha #",,,MEMBER_NETWORK
2021-03-07 21:27:57,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6774440498733162496,"Hi,""
""I’ve pledged my support for global gender-equality today. Would love for you to join me to help spread the word and together, we can stand to win some cool Amazon vouchers too. Sounds amazing right? Click here to pledge now, understand the challenge details and join me in this challenge now.""
""""
""https://lnkd.in/gutsaSK""
""""
""Hope to see you there! #IStandForGenderEquality #internationalwomensday2021 #JoinTheMovement""
""#iwd2021 #genderequality #tsf""
""""
""Cheers!""
""Anand Jha #",,,MEMBER_NETWORK
2021-03-07 21:27:57,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6774440498733162496,"Hi,""
""I’ve pledged my support for global gender-equality today. Would love for you to join me to help spread the word and together, we can stand to win some cool Amazon vouchers too. Sounds amazing right? Click here to pledge now, understand the challenge details and join me in this challenge now.""
""""
""https://lnkd.in/gutsaSK""
""""
""Hope to see you there! #IStandForGenderEquality #internationalwomensday2021 #JoinTheMovement""
""#iwd2021 #genderequality #tsf""
""""
""Cheers!""
""Anand Jha #",,,MEMBER_NETWORK
2021-03-07 21:27:57,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6774440498733162496,"Hi,""
""I’ve pledged my support for global gender-equality today. Would love for you to join me to help spread the word and together, we can stand to win some cool Amazon vouchers too. Sounds amazing right? Click here to pledge now, understand the challenge details and join me in this challenge now.""
""""
""https://lnkd.in/gutsaSK""
""""
""Hope to see you there! #IStandForGenderEquality #internationalwomensday2021 #JoinTheMovement""
""#iwd2021 #genderequality #tsf""
""""
""Cheers!""
""Anand Jha #",,,MEMBER_NETWORK
2021-01-19 20:55:42,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6757400151104610305,"“Where there is data smoke, there is business fire.” — Thomas Redman""
""""
""""Try Hi Nahi Kiya To kya Kiya...""""
""So finally after juggling throughout the day with different options in MS-Excel, here is my attempt to create a US Superstore Sales data dashboard for Alphaa AI week2 fellowship program. A bit late though but learned a lot in this story creation journey where I have tried to display few parameters about the store business across various states.""
""""
""Feel free to comment on the same if you have any views on it.""
""""
""With Saurabh Moody Voiceman & Preksha Kaparwan I invite you to join the largest Alphaa Al Citizen Data Scientists Community. 👉 https://lnkd.in/earVaj4""
""‍""
""We are on a mission to make data access for everyone as easy as asking questions on data without needing any IT Support 😁""
""""
""#alphaaai #week1 #fellowship #citizendatascientist #exceldashboard #businessanalyst #dashboardsdeexcel #sales #business #profit #revenue #learninganddevelopment #learningfromhome ",,,MEMBER_NETWORK
2021-01-10 09:21:17,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6753963905741156352,"“Never though Excel can be made put to use for creating such a story.”""
""""
""Hello Folks ..!!""
""I am really excited to show you all my first #exceldashboards   #ipl2020 where 3 batsman basic details I have tried to show using dashboard creation.This was my task for #week0 task of Alpha AI fellowship .""
""""
""Today, I start my journey of becoming a Citizen Data Scientist with my Alphaa AI community who bring in a data-first approach to every decision we make.""
""""
""With Saurabh Moody Voiceman & Preksha Kaparwan coupled with help from Shantanil Bagchi I invite you to join the largest Alphaa Al Citizen Data Scientists Community ""
""👉 https://lnkd.in/gpyvPXh""
""‍""
""We are on a mission to make data access for everyone as easy as asking questions on data without needing any IT Support 😁""
""""
""More to dig in...""
""""
""#alphaaai #week0 #fellowship #citizendatascientist #firstdatastoryusingexcel #exceldashboard #indianpremierleague #learningeveryday #learningbydoing ",,,MEMBER_NETWORK
2021-01-04 03:41:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6751704073113870336,"Finally done with my 9 months intensive Data Science Course from Simplilearn in partnership with Purdue University and collaboration with IBM starting in March 2020.""
""""
""In Simplilearn’s Post Graduate Program in Data Science,  mastered the concepts of statistics, data science and its applications, Python and R programming, machine learning, Tableau, and natural language processing. Gained hands-on exposure to organizing data, data analysis using R and Python, implementing machine learning models, and designing dashboards using Tableau. ""
""""
""This program also introduced integrated Blended Learning by providing the skills learned by solving a real-world, industry-aligned data science problem as part of the Capstone project.""
""""
""Thanks to all the faculties such as Sonal Ghanshani, Samridhi Dutta, Ramanathan Somasundaram from Simplilearn who have been so kind and generous in making the concepts to the point.""
""""
""Time to explore more and dig in further...""
""""
""#simplilearn #purdueuniversity #purduealumni  #datasciencetraining #datasciencecourse  #dataanalysis #statisticalanalysis  #machinelearning #pythonprogramming #nlp #tableaudesktop #rprogramminglanguage #machinelearningalgorithms""
""#learnbydoing",,,MEMBER_NETWORK
2020-12-29 21:19:08,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6749795903365902336,"Completed successfully Tableau course from Simplilearn and got a good insight of visualizations.""
""""
""#tabletop #simplilearn #learningbypractice #dataanalytics #datavisualization #learninganalytics #learningeveryday #learndatascience #learnandgrow ",,,MEMBER_NETWORK
2020-11-04 17:04:18,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6729800440118173696,"Are you dreaming of studying in a top Euro, Asian, or US Business School?""
""ANANLEARNINGACADEMY and MBA Center, our partner for admission consulting services offer you to join our next Webinar.""
""""
""This November, MBA Center is organizing a series of regular webinars on a weekly basis focusing on MBA and Master programs at top Ivy League Schools in the United States and top European Business Schools. These webinars provide a venue for admission officers, alumni, and admission consultants to share practices, ideas, and resources related to the Business Schools admission process. The panels will share their knowledge of the programs, campus life, potential internships, immigration, and post-graduation employment prospects. ""
""""
""To register, please click on the link below:""
""https://lnkd.in/ggFSE_k""
""""
""Websites & Blogs For More Info :""
""https://lnkd.in/gTqwvPB""
""https://lnkd.in/gHXk_aj""
""https://lnkd.in/gb-iwtW""
""https://lnkd.in/gFzCXFq""
""Looking forward to “meeting” you all in this Webinar.""
""""
""Thanks & Regards""
""Anand Jha""
""CEO, Founder & Director,""
""ANANLEARNINGACADEMY PVT LTD""
""Phone : +919008276611""
""Website: https://lnkd.in/giQnRe3",,,MEMBER_NETWORK
2020-10-30 12:42:32,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6727922624862797824,#datascience #nlp #simplilearn #learningjourney #learnbycoding #keeplearningkeepgrowing #datasciencejourney ,,,MEMBER_NETWORK
2020-10-29 16:53:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6727623453815529472,"#datasciencejourney #datascience #machinelearning #machinelearningalgorithms #learnbydoing #simplilearn""
""#learningeveryday #learningneverstops ##keeplearningkeepgrowing ",,,MEMBER_NETWORK
2020-10-29 16:45:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6727621376846495744,#learningeveryday #learningjourney #datasciencecourse #pythonfordatascience #simplilearn #keeplearningkeepgrowing ,,,MEMBER_NETWORK
2020-09-17 10:45:18,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6712310444851363841,https://lnkd.in/gzBR2np,,,MEMBER_NETWORK
2020-09-12 04:57:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6710410983145259008,"What a way to start your Saturday morning when you get to see such an email from MCA.Finally my small startup towards reforming education sector got registered.""
""""
""Thanks to LegalWiz.in  for making this possible.Their continous effort at every step have made this possible.""
""""
""#companyregistration #certificateofincorporation #makesmefeelhappy ""
""#ministryofcorporateaffairs ""
""#longwaytogo #keepworkinghardforyourdreams",,,MEMBER_NETWORK
2020-09-11 22:06:27,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6710307532696625152,"Hey Everyone ..!!""
""It gives me immense pleasure that I've completed the Machine Learning Scholarship Program for the Microsoft Azure Foundational Course. ""
""The course consisted of 8 lessons, covering concepts of artificial intelligence, machine learning, leveraging managed services for machine learning through the Azure framework, and responsible and ethical AI. ""
""It was a hands-on course, with multiple labs fostering each and every concept application on Azure.""
""""
""I recently completed the #50DaysofUdacity challenge, where I worked on the course, every day, for 50 days straight and completed much before the deadline.""
""""
""This challenge taught me the benefits of consistency and the amazing results that can be achieved through relentlessness. A huge thanks to Palak Sadani and Brenda Law for their daily motivation and high energy. Looking forward to the other initiatives and activities in store in this scholarship program!""
""""
""#machinelearning #ai #udacity #microsoftazuremachinelearning #50DaysofUdacity",,,MEMBER_NETWORK
2020-09-07 20:01:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6708826500642299904,"#21Daysofmlwithcw""
""#codewarriors""
""#day5 #summary""
""#machinelearning""
""#multipleLinearRegression""
""""
""1.MLR talks about the relationship between two or more independent variables and one dependent variable say for example salary of a person in a company can be modeled as MLR because it depends on so many factors such as past experience, technical background, age, etc.""
""""
""2.The mathematics involved behind it assumes that each independent variables can be modeled as independent linear regression as y1 = m1x1+c1,""
""y2 = m2x2+c2,y3=m3x3+c3,... so on summing which yields result y=m1x1+m2x2+m3x3c where c = c1+c2+c3...and x1,x2,x3 are independent variables which are considered while predicting y values.""
""""
""3.The model is implemented by importing linear regression from the sci-kit learn library and accordingly predicting values on test data.""
""""
""4.Advantages & disadvantages involving MLR",,,MEMBER_NETWORK
